22;Complesso Monumentale San Lorenzo Maggiore;The art, architecture and archaeology of the San Lorenzo Maggiore Monumental Complex provide incredible insight into the evolution of civil and political life in Naples, and its central location means it's well worth a visit.;40.8509178;14.2578438;Piazza San Gaetano, 316, 80138 Napoli NA, Italy;
23;Galeria Principe;An ornate shopping gallery, which is a great piece of art-deco art. Easy and free accessible and great just to walk through, read the history and enjoy the many smaller details.;40.8524466;14.2504243;Via Ettore Bellini, 1, 80135 Napoli NA, Italy;
24;Via S. Gregorio Armeno;A picturesque alley in the heart of Naples, Via San Gregorio Armeno is known across Italy for its artisan shops selling handcrafted pastori, or nativity-scene figurines.;40.8500804;14.2578099;Via S. Gregorio Armeno, 80138 Napoli NA, Italy;
25;Museo Cappella Sansevero (Cristo velato);The Sansevero Chapel Museum in the historic heart of Naples is a jewelof the world's artistic heritage. Among its masterpieces, the famous Veiled Christ.;40.8492951;14.2548837;Via Francesco de Sanctis, 19/21, 80134 Napoli NA, Italy;
26;Complesso Monumentale Sant'Anna dei Lombardi;The Church preserves important evidence of the Tuscan Renaissance in Naples;40.844922;14.2507115;Piazza Monteoliveto, 4, 80134 Napoli NA, Italy;
27;Barrio Botanico;Stunning place and atmosphere! Surely one of the hidden treasure of Naples! Bar is inside an old historic palace, very impressive! ;40.8408994;14.2525641;Via Medina, 24, 80133 Napoli NA, Italy;
28;Bar Nilo;"An Ode To Maradona". Bar Nilo is more known for its shrine dedicated to Argentinean football legend Diego Armando Maradona with a small bottle containing his tears and a strand of his hair. But it is also popular for its coffee and puffs. It is a favored breakfast spot and has a lovely noise of friendly chatter and banter whenever you visit this place.;40.8487099;14.256361;Decumani, 80138 Napoli NA, Italy;
29;Tandem Ragu Restaurant ;Ragu might be a Sunday-lunch staple in Naples, but laid-back Tandem serves it up all week long. Whether you’re tucking into rigatoni al rage or a rage fondue, expect rich , fragrant, warming goodness that could make your gonna weep. Complete with vegetarian options, it’s a small, simple spot with a cult following, so head in early or book. ;40.8482357;14.2562916;Via Giovanni Paladino, 51, 80100 Napoli NA, Italy;
30;OAK wine and craft beer bar;A cosy, international bar serving craft and international beers and a selection of local, Italian and other(!) wines.;40.8471179;14.2503203;Vico Quercia, 10, 80134 Napoli NA, Italy;
31;San Gregorio armeno ;A picturesque alley in the heart of Naples, Via San Gregorio Armeno is known across Italy for its artisan shops selling handcrafted pastori, or nativity-scene figurines.It's a great place to visit if you want to shop for an unusual souvenir, and while you'll find it filled with tourists perusing Nativity figurines throughout the year, at Christmas it descends into pure madness! ;40.8500804;14.2578099;Via S. Gregorio Armeno, 80138 Napoli NA, Italy;
32;Piazza Vincenzo Bellini;One of the best spots to chill with a spritz is this free-spirited, bar-lined square. Featuring excavated ruins from the city's 4th-century Greek city walls, it's the classic go-to for bohemians and best experienced in the evening when it heaves with uni students, left-leaning crowds and a healthy dose of flirtatious glances. Generally speaking, bars at the western end of the square attract the bulk of locals, while those on the eastern side draw the out-of-town crowd;40.8502735;14.2520509;Piazza Bellini, 80138 Napoli NA, Italy;
33;Università degli Studi di Napoli Federico II;Founded in 1224 by Frederick II of Hohenstaufen, this is one of the world's oldest universities, its past students including St Thomas Aquinas, former Italian president Giorgio Napolitano, and journalist Roberto Saviano, writer of the internationally acclaimed Camorra exposé, Gomorrah. This campus – home to the Faculty of Political Science – houses the Chiostro dei Santi Marcellino e Festo, a monumental cloister dating from 1567 and framed by elegant piperno-stone arches. The building's smaller courtyard is also worth a look for its theatrical double staircase, designed by the prolific baroque architect Luigi Vanvitelli.;40.8517983;14.26812;Naples, Metropolitan City of Naples, Italy;
34;Università Metro Art Station;Egyptian-born industrial-designer Karim Rashid is the creative force behind Naples' Università metro station, a playful, candy-coloured ode to the digital age. White tiles clad the station entrance, each one printed with a word orginating in the last century. In the station itself you'll find lenticular icons that change perspective and colour, a sculpture reflecting the nodes and synapses of the brain, platform steps decorated with abstracted portraits of Dante and Beatrice, even platform walls adorned with glowing, 'animated' artwork (stare persistently);41.87194;12.56738;Italy;
