10;Luce;"Just opposite the Basilica of Santa Maria della Sanità, on the façade of a residential building, the Spanish artist Tono Cruz has created, in collaboration with the children of the neighbourhood, ""Luce"" (Light), a large round mural that reminds a beam of light: the faces of the children are painted as a symbol of hope for the future for the whole community.";40.8517983;14.26812;Naples, Metropolitan City of Naples, Italy;
11;Totò e Peppino;"A mural on a house in Via Sanità in Rione Sanità of Neapolitan comedians Totò and Peppino by the Spanish artist Tono Cruz depicting a famous scene from the film ""La banda degli onesti"" in which Totò explains to Peppino what capitalism is and he does it using, like a good Neapolitan, a cup of coffee.";40.8588143;14.2675518;Via Benedetto Cairoli, 61, 80141 Napoli NA, Italy;
12;Mono;A wall painting by the Chilean street artist Mono Gonzalez in Vico Maresca in the Sanità neighbourhood.;40.8517983;14.26812;Naples, Metropolitan City of Naples, Italy;
13;Nient’altro importa;An Elena Ferrante-inspired street art by Venezuelan born artist, based in Rome, GÔMEZ aka Luis Gomez de Teran in Naples’ Rione Luzzatti district. ;40.8517983;14.26812;Naples, Metropolitan City of Naples, Italy;
14;Semplicemente Riflettendo;An artwork by GÔMEZ aka Luis Gomez de Teran (Venezuelan born artist, based in Rome) in the Rione La Bussola, Naples. ;40.8517983;14.26812;Naples, Metropolitan City of Naples, Italy;
15;Tieneme Ca’ Te Tengo;"A huge Jerico Cabrera Carandang’s (aka Jerico) work in the Naple’s Rione Sanità on the walls of the lift that connects the centre of the district to the bridge that joins Corso Amedeo di Savoia with Via Santa Teresa degli Scalzi.";41.87194;12.56738;Italy;
16;Fyodor Dostoevsky;Protesting against the decision of the University of Milano - Bicocca in Milan to cancel its course on Fyodor Dostoevsky following the Russian attack against Ukraine in late February 2022, Naples artist Jorit Agoch has created the giant mural of the famous Russian author on the corner wall of the Augusto Righi Technical School of Naples, based on Russian artist Vasily Perov’s 1872 painting of Dostoyevsky. The artist only added the face paint that he uses in his human tribe-themed works. ;40.8517983;14.26812;Naples, Metropolitan City of Naples, Italy;
17;Salvador Allende;Five large works make up the dream district or Rione dei Sogni in Barra, on the eastern outskirts of Naples. A mural of Salvador Allende, Chile's first socialist president, made in 2020 by the Chilean artist Mono Gonzalez and Neapolitan artist Jorit Agoch in the Rione Cavour, in Barra, eastern suburb of Naples, in front of the Circumvesuviana station. A tribute to all those who died or disappeared during the military dictatorship in Chile.;40.8517983;14.26812;Naples, Metropolitan City of Naples, Italy;
18;Al-Nakba (A child's gaze looking out of a patch);A painting of a Palestinian child with a keffiyeh, made in 2020 by the Neapolitan artists Jorit Agoch and Tukios and the Peruvian artist Calaveras, representing the struggle of Palestinian people.;40.8517983;14.26812;Naples, Metropolitan City of Naples, Italy;
19;I have a dream. Martin Luther King Jr.;"Dedicated to the forgotten suburbs, the mural of US civil rights leader Martin Luther King Jr. made by the artist Jorit Agoch in 2020 in the Cavour district of Barra, with the iconic phrase of the American activist ""I have a dream”. ";40.8517983;14.26812;Naples, Metropolitan City of Naples, Italy;
20;The Dreams;Mural by Jorit Agoch on a façade of a building of the Cavour district of Barra, renamed District of Dreams, is dedicated to all the children of the world! It represents three beautiful children sleeping dreaming in the same bed. ;41.87194;12.56738;Italy;
21;Polvere di Stelle;A mural entitled “Polvere di Stelle” in the Barra neighborhood in Naples by the street artist INTI, born in Valparaíso, Chile.;40.85011009999999;14.2501314;Via Enrico Pessina, 94, 80135 Napoli NA, Italy;
